area_code,area_name,period,indicator,measure,value
E08000002,Bury,Q2 2023,Business Births,Per 1000 population,1.19
E08000002,Bury,Q3 2023,Business Births,Count,265
E08000002,Bury,Q3 2023,Business Births,Per 1000 population,1.35
E08000002,Bury,Q4 2023,Business Births,Count,220
E08000002,Bury,Q4 2023,Business Births,Per 1000 population,1.12
E08000002,Bury,Q1 2024,Business Births,Count,295
E08000002,Bury,Q1 2024,Business Births,Per 1000 population,1.48
E08000002,Bury,Q2 2024,Business Births,Count,325
E08000002,Bury,Q2 2024,Business Births,Per 1000 population,1.63
E08000002,Bury,Q3 2024,Business Births,Count,280
E08000002,Bury,Q3 2024,Business Births,Per 1000 population,1.41
E08000002,Bury,Q4 2024,Business Births,Count,230
E08000002,Bury,Q4 2024,Business Births,Per 1000 population,1.16
E08000002,Bury,Q1 2025,Business Births,Count,310
E08000002,Bury,Q1 2025,Business Births,Per 1000 population,1.56
E08000002,Bury,Q2 2025,Business Births,Count,240
E08000002,Bury,Q2 2025,Business Births,Per 1000 population,1.21
E08000002,Bury,Q3 2025,Business Births,Count,220
E08000002,Bury,Q3 2025,Business Births,Per 1000 population,1.11
E08000002,Bury,Q4 2025,Business Births,Count,235
E08000002,Bury,Q4 2025,Business Births,Per 1000 population,1.18
E08000002,Bury,Q1 2026,Business Births,Count,230
E08000002,Bury,Q1 2026,Business Births,Per 1000 population,1.16
E08000002,Bury,Q1 2022,Business Deaths,Count,615
E08000002,Bury,Q1 2022,Business Deaths,Per 1000 population,3.15
E08000002,Bury,Q2 2022,Business Deaths,Count,330
E08000002,Bury,Q2 2022,Business Deaths,Per 1000 population,1.69
E08000002,Bury,Q3 2022,Business Deaths,Count,410
E08000002,Bury,Q3 2022,Business Deaths,Per 1000 population,2.1
E08000002,Bury,Q4 2022,Business Deaths,Count,240
E08000002,Bury,Q4 2022,Business Deaths,Per 1000 population,1.23
E08000002,Bury,Q1 2023,Business Deaths,Count,470
E08000002,Bury,Q1 2023,Business Deaths,Per 1000 population,2.39
E08000002,Bury,Q2 2023,Business Deaths,Count,300
E08000002,Bury,Q2 2023,Business Deaths,Per 1000 population,1.53
E08000002,Bury,Q3 2023,Business Deaths,Count,225
E08000002,Bury,Q3 2023,Business Deaths,Per 1000 population,1.14
E08000002,Bury,Q4 2023,Business Deaths,Count,380
E08000002,Bury,Q4 2023,Business Deaths,Per 1000 population,1.93
E08000002,Bury,Q1 2024,Business Deaths,Count,310
E08000002,Bury,Q1 2024,Business Deaths,Per 1000 population,1.56
E08000002,Bury,Q2 2024,Business Deaths,Count,230
E08000002,Bury,Q2 2024,Business Deaths,Per 1000 population,1.16
E08000002,Bury,Q3 2024,Business Deaths,Count,215
E08000002,Bury,Q3 2024,Business Deaths,Per 1000 population,1.08
E08000002,Bury,Q4 2024,Business Deaths,Count,225
E08000002,Bury,Q4 2024,Business Deaths,Per 1000 population,1.13
E08000002,Bury,Q1 2025,Business Deaths,Count,330
E08000002,Bury,Q1 2025,Business Deaths,Per 1000 population,1.66
E08000002,Bury,Q2 2025,Business Deaths,Count,240
E08000002,Bury,Q2 2025,Business Deaths,Per 1000 population,1.21
E08000002,Bury,Q3 2025,Business Deaths,Count,220
E08000002,Bury,Q3 2025,Business Deaths,Per 1000 population,1.11
E08000002,Bury,Q4 2025,Business Deaths,Count,235
E08000002,Bury,Q4 2025,Business Deaths,Per 1000 population,1.18
E08000002,Bury,Q1 2026,Business Deaths,Count,250
E08000002,Bury,Q1 2026,Business Deaths,Per 1000 population,1.26
E08000007,Stockport,Q1 2022,Business Births,Count,470
E08000007,Stockport,Q1 2022,Business Births,Per 1000 population,1.58
E08000007,Stockport,Q2 2022,Business Births,Count,495
E08000007,Stockport,Q2 2022,Business Births,Per 1000 population,1.66
E08000007,Stockport,Q3 2022,Business Births,Count,335
E08000007,Stockport,Q3 2022,Business Births,Per 1000 population,1.13
E08000007,Stockport,Q4 2022,Business Births,Count,355
E08000007,Stockport,Q4 2022,Business Births,Per 1000 population,1.19
E08000007,Stockport,Q1 2023,Business Births,Count,400
E08000007,Stockport,Q1 2023,Business Births,Per 1000 population,1.33
E08000007,Stockport,Q2 2023,Business Births,Count,370
E08000007,Stockport,Q2 2023,Business Births,Per 1000 population,1.23
E08000007,Stockport,Q3 2023,Business Births,Count,355
E08000007,Stockport,Q3 2023,Business Births,Per 1000 population,1.18
E08000007,Stockport,Q4 2023,Business Births,Count,350
E08000007,Stockport,Q4 2023,Business Births,Per 1000 population,1.17
E08000007,Stockport,Q1 2024,Business Births,Count,390
E08000007,Stockport,Q1 2024,Business Births,Per 1000 population,1.28
E08000007,Stockport,Q2 2024,Business Births,Count,375
E08000007,Stockport,Q2 2024,Business Births,Per 1000 population,1.23
E08000007,Stockport,Q3 2024,Business Births,Count,380
E08000007,Stockport,Q3 2024,Business Births,Per 1000 population,1.25
E08000007,Stockport,Q4 2024,Business Births,Count,270
E08000007,Stockport,Q4 2024,Business Births,Per 1000 population,0.89
E08000007,Stockport,Q1 2025,Business Births,Count,395
E08000007,Stockport,Q1 2025,Business Births,Per 1000 population,1.3
E08000007,Stockport,Q2 2025,Business Births,Count,380
E08000007,Stockport,Q2 2025,Business Births,Per 1000 population,1.25
E08000007,Stockport,Q3 2025,Business Births,Count,340
E08000007,Stockport,Q3 2025,Business Births,Per 1000 population,1.12
E08000007,Stockport,Q4 2025,Business Births,Count,300
E08000007,Stockport,Q4 2025,Business Births,Per 1000 population,0.99
E08000007,Stockport,Q1 2026,Business Births,Count,335
E08000007,Stockport,Q1 2026,Business Births,Per 1000 population,1.1
E08000007,Stockport,Q1 2022,Business Deaths,Count,475
E08000007,Stockport,Q1 2022,Business Deaths,Per 1000 population,1.6
E08000007,Stockport,Q2 2022,Business Deaths,Count,420
E08000007,Stockport,Q2 2022,Business Deaths,Per 1000 population,1.41
E08000007,Stockport,Q3 2022,Business Deaths,Count,430
E08000007,Stockport,Q3 2022,Business Deaths,Per 1000 population,1.45
E08000007,Stockport,Q4 2022,Business Deaths,Count,365
E08000007,Stockport,Q4 2022,Business Deaths,Per 1000 population,1.23
E08000007,Stockport,Q1 2023,Business Deaths,Count,560
E08000007,Stockport,Q1 2023,Business Deaths,Per 1000 population,1.86
E08000007,Stockport,Q2 2023,Business Deaths,Count,355
E08000007,Stockport,Q2 2023,Business Deaths,Per 1000 population,1.18
E08000007,Stockport,Q3 2023,Business Deaths,Count,330
E08000007,Stockport,Q3 2023,Business Deaths,Per 1000 population,1.1
E08000007,Stockport,Q4 2023,Business Deaths,Count,450
E08000007,Stockport,Q4 2023,Business Deaths,Per 1000 population,1.5
E08000007,Stockport,Q1 2024,Business Deaths,Count,465
E08000007,Stockport,Q1 2024,Business Deaths,Per 1000 population,1.53
E08000007,Stockport,Q2 2024,Business Deaths,Count,365
E08000007,Stockport,Q2 2024,Business Deaths,Per 1000 population,1.2
E08000007,Stockport,Q3 2024,Business Deaths,Count,285
E08000007,Stockport,Q3 2024,Business Deaths,Per 1000 population,0.94
E08000007,Stockport,Q4 2024,Business Deaths,Count,295
E08000007,Stockport,Q4 2024,Business Deaths,Per 1000 population,0.97
E08000007,Stockport,Q1 2025,Business Deaths,Count,365
E08000007,Stockport,Q1 2025,Business Deaths,Per 1000 population,1.2
E08000007,Stockport,Q2 2025,Business Deaths,Count,305
E08000007,Stockport,Q2 2025,Business Deaths,Per 1000 population,1
E08000007,Stockport,Q3 2025,Business Deaths,Count,315
E08000007,Stockport,Q3 2025,Business Deaths,Per 1000 population,1.04
E08000007,Stockport,Q4 2025,Business Deaths,Count,275
E08000007,Stockport,Q4 2025,Business Deaths,Per 1000 population,0.9
E08000007,Stockport,Q1 2026,Business Deaths,Count,380
E08000007,Stockport,Q1 2026,Business Deaths,Per 1000 population,1.25
E08000009,Trafford,Q1 2022,Business Births,Count,415
E08000009,Trafford,Q1 2022,Business Births,Per 1000 population,1.75
E08000009,Trafford,Q2 2022,Business Births,Count,350
E08000009,Trafford,Q2 2022,Business Births,Per 1000 population,1.48
E08000009,Trafford,Q3 2022,Business Births,Count,275
E08000009,Trafford,Q3 2022,Business Births,Per 1000 population,1.16
E08000009,Trafford,Q4 2022,Business Births,Count,330
E08000009,Trafford,Q4 2022,Business Births,Per 1000 population,1.39
E08000009,Trafford,Q1 2023,Business Births,Count,350
E08000009,Trafford,Q1 2023,Business Births,Per 1000 population,1.46
E08000009,Trafford,Q2 2023,Business Births,Count,335
E08000009,Trafford,Q2 2023,Business Births,Per 1000 population,1.4
E08000009,Trafford,Q3 2023,Business Births,Count,355
E08000009,Trafford,Q3 2023,Business Births,Per 1000 population,1.49
E08000009,Trafford,Q4 2023,Business Births,Count,295
E08000009,Trafford,Q4 2023,Business Births,Per 1000 population,1.23
E08000009,Trafford,Q1 2024,Business Births,Count,430
E08000009,Trafford,Q1 2024,Business Births,Per 1000 population,1.78
E08000009,Trafford,Q2 2024,Business Births,Count,355
E08000009,Trafford,Q2 2024,Business Births,Per 1000 population,1.47
E08000009,Trafford,Q3 2024,Business Births,Count,320
E08000009,Trafford,Q3 2024,Business Births,Per 1000 population,1.33
E08000009,Trafford,Q4 2024,Business Births,Count,290
E08000009,Trafford,Q4 2024,Business Births,Per 1000 population,1.2
E08000009,Trafford,Q1 2025,Business Births,Count,355
E08000009,Trafford,Q1 2025,Business Births,Per 1000 population,1.47
E08000009,Trafford,Q2 2025,Business Births,Count,355
E08000009,Trafford,Q2 2025,Business Births,Per 1000 population,1.47
E08000009,Trafford,Q3 2025,Business Births,Count,340
E08000009,Trafford,Q3 2025,Business Births,Per 1000 population,1.41
E08000009,Trafford,Q4 2025,Business Births,Count,315
E08000009,Trafford,Q4 2025,Business Births,Per 1000 population,1.31
E08000009,Trafford,Q1 2026,Business Births,Count,330
E08000009,Trafford,Q1 2026,Business Births,Per 1000 population,1.37
E08000009,Trafford,Q1 2022,Business Deaths,Count,535
E08000009,Trafford,Q1 2022,Business Deaths,Per 1000 population,2.26
E08000009,Trafford,Q2 2022,Business Deaths,Count,400
E08000009,Trafford,Q2 2022,Business Deaths,Per 1000 population,1.69
E08000009,Trafford,Q3 2022,Business Deaths,Count,395
E08000009,Trafford,Q3 2022,Business Deaths,Per 1000 population,1.67
E08000009,Trafford,Q4 2022,Business Deaths,Count,365
E08000009,Trafford,Q4 2022,Business Deaths,Per 1000 population,1.54
E08000009,Trafford,Q1 2023,Business Deaths,Count,460
E08000009,Trafford,Q1 2023,Business Deaths,Per 1000 population,1.92
E08000009,Trafford,Q2 2023,Business Deaths,Count,280
E08000009,Trafford,Q2 2023,Business Deaths,Per 1000 population,1.17
E08000009,Trafford,Q3 2023,Business Deaths,Count,285
E08000009,Trafford,Q3 2023,Business Deaths,Per 1000 population,1.19
E08000009,Trafford,Q4 2023,Business Deaths,Count,395
E08000009,Trafford,Q4 2023,Business Deaths,Per 1000 population,1.65
E08000009,Trafford,Q1 2024,Business Deaths,Count,390
E08000009,Trafford,Q1 2024,Business Deaths,Per 1000 population,1.62
E08000009,Trafford,Q2 2024,Business Deaths,Count,320
E08000009,Trafford,Q2 2024,Business Deaths,Per 1000 population,1.33
E08000009,Trafford,Q3 2024,Business Deaths,Count,270
E08000009,Trafford,Q3 2024,Business Deaths,Per 1000 population,1.12
E08000009,Trafford,Q4 2024,Business Deaths,Count,325
E08000009,Trafford,Q4 2024,Business Deaths,Per 1000 population,1.35
E08000009,Trafford,Q1 2025,Business Deaths,Count,380
E08000009,Trafford,Q1 2025,Business Deaths,Per 1000 population,1.58
E08000009,Trafford,Q2 2025,Business Deaths,Count,295
E08000009,Trafford,Q2 2025,Business Deaths,Per 1000 population,1.22
E08000009,Trafford,Q3 2025,Business Deaths,Count,280
E08000009,Trafford,Q3 2025,Business Deaths,Per 1000 population,1.16
E08000009,Trafford,Q4 2025,Business Deaths,Count,300
E08000009,Trafford,Q4 2025,Business Deaths,Per 1000 population,1.24
E08000009,Trafford,Q1 2026,Business Deaths,Count,325
E08000009,Trafford,Q1 2026,Business Deaths,Per 1000 population,1.35
E08000029,Solihull,Q1 2022,Business Births,Count,270
E08000029,Solihull,Q1 2022,Business Births,Per 1000 population,1.24
E08000029,Solihull,Q2 2022,Business Births,Count,275
E08000029,Solihull,Q2 2022,Business Births,Per 1000 population,1.26
E08000029,Solihull,Q3 2022,Business Births,Count,235
E08000029,Solihull,Q3 2022,Business Births,Per 1000 population,1.08
E08000029,Solihull,Q4 2022,Business Births,Count,205
E08000029,Solihull,Q4 2022,Business Births,Per 1000 population,0.94
E08000029,Solihull,Q1 2023,Business Births,Count,315
E08000029,Solihull,Q1 2023,Business Births,Per 1000 population,1.43
E08000029,Solihull,Q2 2023,Business Births,Count,200
E08000029,Solihull,Q2 2023,Business Births,Per 1000 population,0.91
E08000029,Solihull,Q3 2023,Business Births,Count,275
E08000029,Solihull,Q3 2023,Business Births,Per 1000 population,1.25
E08000029,Solihull,Q4 2023,Business Births,Count,220
E08000029,Solihull,Q4 2023,Business Births,Per 1000 population,1
E08000029,Solihull,Q1 2024,Business Births,Count,220
E08000029,Solihull,Q1 2024,Business Births,Per 1000 population,0.99
E08000029,Solihull,Q2 2024,Business Births,Count,215
E08000029,Solihull,Q2 2024,Business Births,Per 1000 population,0.97
E08000029,Solihull,Q3 2024,Business Births,Count,220
E08000029,Solihull,Q3 2024,Business Births,Per 1000 population,0.99
E08000029,Solihull,Q4 2024,Business Births,Count,190
E08000029,Solihull,Q4 2024,Business Births,Per 1000 population,0.86
E08000029,Solihull,Q1 2025,Business Births,Count,235
E08000029,Solihull,Q1 2025,Business Births,Per 1000 population,1.06
E08000029,Solihull,Q2 2025,Business Births,Count,230
E08000029,Solihull,Q2 2025,Business Births,Per 1000 population,1.04
E08000029,Solihull,Q3 2025,Business Births,Count,235
E08000029,Solihull,Q3 2025,Business Births,Per 1000 population,1.06
E08000029,Solihull,Q4 2025,Business Births,Count,190
E08000029,Solihull,Q4 2025,Business Births,Per 1000 population,0.86
E08000029,Solihull,Q1 2026,Business Births,Count,220
E08000029,Solihull,Q1 2026,Business Births,Per 1000 population,0.99
E08000029,Solihull,Q1 2022,Business Deaths,Count,365
E08000029,Solihull,Q1 2022,Business Deaths,Per 1000 population,1.67
E08000029,Solihull,Q2 2022,Business Deaths,Count,290
E08000029,Solihull,Q2 2022,Business Deaths,Per 1000 population,1.33
E08000029,Solihull,Q3 2022,Business Deaths,Count,235
E08000029,Solihull,Q3 2022,Business Deaths,Per 1000 population,1.08
E08000029,Solihull,Q4 2022,Business Deaths,Count,240
E08000029,Solihull,Q4 2022,Business Deaths,Per 1000 population,1.1
E08000029,Solihull,Q1 2023,Business Deaths,Count,310
E08000029,Solihull,Q1 2023,Business Deaths,Per 1000 population,1.41
E08000029,Solihull,Q2 2023,Business Deaths,Count,240
E08000029,Solihull,Q2 2023,Business Deaths,Per 1000 population,1.09
E08000029,Solihull,Q3 2023,Business Deaths,Count,195
E08000029,Solihull,Q3 2023,Business Deaths,Per 1000 population,0.89
E08000029,Solihull,Q4 2023,Business Deaths,Count,200
E08000029,Solihull,Q4 2023,Business Deaths,Per 1000 population,0.91
E08000029,Solihull,Q1 2024,Business Deaths,Count,245
E08000029,Solihull,Q1 2024,Business Deaths,Per 1000 population,1.11
E08000029,Solihull,Q2 2024,Business Deaths,Count,245
E08000029,Solihull,Q2 2024,Business Deaths,Per 1000 population,1.11
E08000029,Solihull,Q3 2024,Business Deaths,Count,190
E08000029,Solihull,Q3 2024,Business Deaths,Per 1000 population,0.86
E08000029,Solihull,Q4 2024,Business Deaths,Count,195
E08000029,Solihull,Q4 2024,Business Deaths,Per 1000 population,0.88
E08000029,Solihull,Q1 2025,Business Deaths,Count,215
E08000029,Solihull,Q1 2025,Business Deaths,Per 1000 population,0.97
E08000029,Solihull,Q2 2025,Business Deaths,Count,195
E08000029,Solihull,Q2 2025,Business Deaths,Per 1000 population,0.88
E08000029,Solihull,Q3 2025,Business Deaths,Count,175
E08000029,Solihull,Q3 2025,Business Deaths,Per 1000 population,0.79
E08000029,Solihull,Q4 2025,Business Deaths,Count,185
E08000029,Solihull,Q4 2025,Business Deaths,Per 1000 population,0.84
E08000029,Solihull,Q1 2026,Business Deaths,Count,280
E08000029,Solihull,Q1 2026,Business Deaths,Per 1000 population,1.27
E92000001,England,Q1 2022,Business Births,Count,88935
E92000001,England,Q1 2022,Business Births,Per 1000 population,1.56
E92000001,England,Q2 2022,Business Births,Count,77105
E92000001,England,Q2 2022,Business Births,Per 1000 population,1.35
E92000001,England,Q3 2022,Business Births,Count,60350
E92000001,England,Q3 2022,Business Births,Per 1000 population,1.06
E92000001,England,Q4 2022,Business Births,Count,61295
E92000001,England,Q4 2022,Business Births,Per 1000 population,1.07
E92000001,England,Q1 2023,Business Births,Count,70500
E92000001,England,Q1 2023,Business Births,Per 1000 population,1.22
E92000001,England,Q2 2023,Business Births,Count,66885
E92000001,England,Q2 2023,Business Births,Per 1000 population,1.15
E92000001,England,Q3 2023,Business Births,Count,67990
E92000001,England,Q3 2023,Business Births,Per 1000 population,1.17
E92000001,England,Q4 2023,Business Births,Count,62115
E92000001,England,Q4 2023,Business Births,Per 1000 population,1.07
E92000001,England,Q1 2024,Business Births,Count,76215
E92000001,England,Q1 2024,Business Births,Per 1000 population,1.3
E92000001,England,Q2 2024,Business Births,Count,70980
E92000001,England,Q2 2024,Business Births,Per 1000 population,1.21
E92000001,England,Q3 2024,Business Births,Count,66470
E92000001,England,Q3 2024,Business Births,Per 1000 population,1.13
E92000001,England,Q4 2024,Business Births,Count,57240
E92000001,England,Q4 2024,Business Births,Per 1000 population,0.98
E92000001,England,Q1 2025,Business Births,Count,75375
E92000001,England,Q1 2025,Business Births,Per 1000 population,1.29
E92000001,England,Q2 2025,Business Births,Count,67770
E92000001,England,Q2 2025,Business Births,Per 1000 population,1.16
E92000001,England,Q3 2025,Business Births,Count,63255
E92000001,England,Q3 2025,Business Births,Per 1000 population,1.08
E92000001,England,Q4 2025,Business Births,Count,61700
E92000001,England,Q4 2025,Business Births,Per 1000 population,1.05
E92000001,England,Q1 2026,Business Births,Count,68905
E92000001,England,Q1 2026,Business Births,Per 1000 population,1.18
E92000001,England,Q1 2022,Business Deaths,Count,98230
E92000001,England,Q1 2022,Business Deaths,Per 1000 population,1.72
E92000001,England,Q2 2022,Business Deaths,Count,84850
E92000001,England,Q2 2022,Business Deaths,Per 1000 population,1.48
E92000001,England,Q3 2022,Business Deaths,Count,69405
E92000001,England,Q3 2022,Business Deaths,Per 1000 population,1.21
E92000001,England,Q4 2022,Business Deaths,Count,72315
E92000001,England,Q4 2022,Business Deaths,Per 1000 population,1.27
E92000001,England,Q1 2023,Business Deaths,Count,93490
E92000001,England,Q1 2023,Business Deaths,Per 1000 population,1.61
E92000001,England,Q2 2023,Business Deaths,Count,73200
E92000001,England,Q2 2023,Business Deaths,Per 1000 population,1.26
E92000001,England,Q3 2023,Business Deaths,Count,58595
E92000001,England,Q3 2023,Business Deaths,Per 1000 population,1.01
E92000001,England,Q4 2023,Business Deaths,Count,65265
E92000001,England,Q4 2023,Business Deaths,Per 1000 population,1.13
E92000001,England,Q1 2024,Business Deaths,Count,75515
E92000001,England,Q1 2024,Business Deaths,Per 1000 population,1.29
E92000001,England,Q2 2024,Business Deaths,Count,65395
E92000001,England,Q2 2024,Business Deaths,Per 1000 population,1.12
E92000001,England,Q3 2024,Business Deaths,Count,56120
E92000001,England,Q3 2024,Business Deaths,Per 1000 population,0.96
E92000001,England,Q4 2024,Business Deaths,Count,59495
E92000001,England,Q4 2024,Business Deaths,Per 1000 population,1.01
E92000001,England,Q1 2025,Business Deaths,Count,73555
E92000001,England,Q1 2025,Business Deaths,Per 1000 population,1.25
E92000001,England,Q2 2025,Business Deaths,Count,63895
E92000001,England,Q2 2025,Business Deaths,Per 1000 population,1.09
E92000001,England,Q3 2025,Business Deaths,Count,54765
E92000001,England,Q3 2025,Business Deaths,Per 1000 population,0.93
E92000001,England,Q4 2025,Business Deaths,Count,56945
E92000001,England,Q4 2025,Business Deaths,Per 1000 population,0.97
E92000001,England,Q1 2026,Business Deaths,Count,72545
E92000001,England,Q1 2026,Business Deaths,Per 1000 population,1.24
